FID,id,toilet_lokalitet,vejnavn,hus_nr,post_nr,adresse,toilet_betegnelse,handicapadgang,helaarsaabent,aftenlaasning,mandag,tirsdag,onsdag,torsdag,fredag,loerdag,soendag,doegnaabent,bemaerkning,utm_x,utm_y,longitude,latitude,data_opdatering,status,wkb_geometry
toilet_tmf_kk.83,235,"Lergravsparken, legeplads",Lergravsvej ,16,2300,"Lergravsvej  16, 2300 København S",Toilet,Nej,Ja,Personalet låser ,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Nej,"Åbningstider legeplads sommer (uge 18-43): Mandag, onsdag og fredag kl 9.30 til 18. Tirsdag kl. 9.30 til 19. Lørdag lukket. Søndag kl. 10 til17. Åbningstider legeplads vinter (uge 44-17): Mandag, onsdag, torsdag og fredag kl 9.30 til 17. Tirsdag kl. 9.30 til 19. Lørdag og søndag lukket.",727592.34787012,6174458.37513928,12.618609,55.662526,3.kvartal 2019,aktiv,MULTIPOINT ((12.618608917627634 55.66252558532372))
toilet_tmf_kk.84,236,"Filipsparken (Elba), legeplads",Parmagade ,45,2300,"Parmagade  45, 2300 København S",Toilet med handicapadgang,Ja,Ja,Personalet låser ,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Nej,Åbningstider legeplads sommer (uge 18-38): Mandag til fredag kl. 9.30 til 18. Lørdag lukket. Søndag kl 10 til 17. Åbningstider legeplads mellemsæson (uge 39-48 & 5-17): Mandag til fredag 9.30 til 17. Lørdag og søndag lukket. Åbningstider legeplads vinter (uge 49-4): Mandag til fredag kl. 9.30 til 17. Lørdag og søndag lukket.,727637.60790236,6173515.45178476,12.618546,55.654049,3.kvartal 2019,aktiv,MULTIPOINT ((12.618545842856365 55.65404870741276))
toilet_tmf_kk.85,237,"Remiseparken, Bondegårdslegepladsen",Peder Lykkes Vej,71,2300,"Peder Lykkes Vej 71, 2300 København S",Toilet med handicapadgang,Ja,Ja,Personalet låser ,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Nej,Åbningstider legeplads (uge 1-52): Mandag til fredag kl. 9.30 til 17. Lørdag og søndag kl. 9.30 til 16.,726358.55003769,6173299.86891305,12.598081,55.652713,3.kvartal 2019,aktiv,MULTIPOINT ((12.598081391278741 55.65271263463892))
toilet_tmf_kk.86,239,"Amager Strandpark, Strandpromenaden nord",Amager Strand Promenaden,255,2300,"Amager Strand Promenaden 255, 2300 København S",Toilet med handicapadgang,Ja,Ja (handicaptoilettet er helårsåbent),Driften,Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Ja,"Vintersæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst. Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. Sommersæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 

Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 
Vinter sæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst.
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent.",729571.07259204,6173670.47063766,12.64934,55.65453,3.kvartal 2019,aktiv,MULTIPOINT ((12.649340219856079 55.65452966793064))
toilet_tmf_kk.87,231,"Lergravsparken, ved metro",Østrigsgade,67,2300,"Østrigsgade 67, 2300 København S",Toilet med handicapadgang,Ja,Ja,Ja,Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Nej,0,727505.54533671,6174366.34365336,12.617156,55.661741,3.kvartal 2019,aktiv,MULTIPOINT ((12.61715567428056 55.66174093074036))
toilet_tmf_kk.88,243,Sundbyøster Plads,Amagerbrogade,185,2300,"Amagerbrogade 185, 2300 København S",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,727246.53789531,6173248.91638089,12.612123,55.651841,3.kvartal 2019,aktiv,MULTIPOINT ((12.61212289188172 55.65184148020616))
toilet_tmf_kk.89,244,"Amager Strand, Søstjernen",Amager Strandvej,11,2300,"Amager Strandvej 11, 2300 København S",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,728424.11374813,6174930.9607051,12.632197,55.666373,3.kvartal 2019,aktiv,MULTIPOINT ((12.632196828178097 55.66637322922594))
toilet_tmf_kk.90,245,"Amager Strandvej, v. Italiensvej",Amager Strandvej,125,2300,"Amager Strandvej 125, 2300 København S",Toilet med handicapadgang,Ja,Ja (handicaptoilettet er helårsåbent),Driften,Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Ja,"Vintersæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst. Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. Sommersæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 

Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 
Vinter sæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst.
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 
",728748.98,6173972.99,12.636553,55.65763,3.kvartal 2019,ikke-aktiv,MULTIPOINT ((12.63655330146223 55.65762997235938))
toilet_tmf_kk.91,240,"Amager Strandpark, Øresundsstien ",Øresundsstien,5,2300,"Øresundsstien 5, 2300 København S",Toilet med handicapadgang,Ja,Ja (handicaptoilettet er helårsåbent),Driften,Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Ja,"Vintersæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst. Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. Sommersæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00.  Det handicapvenlige toilet er døgnåbent. 
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00.  Det handicapvenlige toilet er døgnåbent. 

Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00.  Det handicapvenlige toilet er døgnåbent. 
Vinter sæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst.
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent
",728848.47068435,6174578.44046944,12.638636,55.663012,3.kvartal 2019,aktiv,MULTIPOINT ((12.638635646521882 55.66301241314361))
toilet_tmf_kk.92,241,"Amager Strandpark, Kilometerbroen",Kilometerbroen ,3,2300,"Kilometerbroen  3, 2300 København S",Toilet med handicapadgang,Ja,Ja (handicaptoilettet er helårsåbent),Driften,Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Ja,"Vintersæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst. Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. Sommersæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 

Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00.  Det handicapvenlige toilet er døgnåbent. 
Vinter sæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst.
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 
",729148.16732809,6174071.17615022,12.642967,55.658322,3.kvartal 2019,aktiv,MULTIPOINT ((12.64296691153451 55.658322424454326))
toilet_tmf_kk.93,246,"Amager Strandvej, v. Svend Vonveds Vej",Amager Strandvej,175,2300,"Amager Strandvej 175, 2300 København S",Toilet med handicapadgang,Ja,Ja (handicaptoilettet er helårsåbent),Driften,Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Ja,"Vintersæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst. Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. Sommersæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 

Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 
Vinter sæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst.
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 
",729041.43,6173276.15,12.640611,55.651243,3.kvartal 2019,ikke-aktiv,MULTIPOINT ((12.640611379621193 55.651243488710485))
toilet_tmf_kk.94,247,"Amager Strandvej, Kastrup Fort",Amager Strandvej,244,2300,"Amager Strandvej 244, 2300 København S",Toilet med handicapadgang,Ja,Ja,Ja,Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Nej,0,728936.86080614,6173015.41560405,12.638736,55.648955,3.kvartal 2019,aktiv,MULTIPOINT ((12.638735910966089 55.64895464454242))
toilet_tmf_kk.95,248,Amager Strandvej ,Amager Strandvej,55,2300,"Amager Strandvej 55, 2300 København S",Toilet med handicapadgang,Ja,Ja (handicaptoilettet er helårsåbent),Driften,Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Ja,"Vintersæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst. Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. Sommersæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 

Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 
Vinter sæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst.
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-22.00. Det handicapvenlige toilet er døgnåbent. 
",728462.53,6174444.98,12.632402,55.661997,3.kvartal 2019,ikke-aktiv,MULTIPOINT ((12.632402139055788 55.66199719961241))
toilet_tmf_kk.96,249,Islands Brygge,Islands Brygge,20B,2300,"Islands Brygge 20B, 2300 København S",Toilet,Nej,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,724788.41727102,6174610.24227049,12.57425,55.665192,3.kvartal 2019,aktiv,MULTIPOINT ((12.574249911450694 55.665192504185526))
toilet_tmf_kk.97,250,"Sundby Kirkegård, i Kapel",Kastrupvej,53,2300,"Kastrupvej 53, 2300 København S",Toilet med handicapadgang,Ja,Ja,Toilettet låser af sig selv ,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,Nej,"Vinterhalvåret (oktober-marts) 07:00-19:00
 Sommerhalvåret (april-september) 07:00-22:00",727601.53667121,6173808.61819566,12.618216,55.656695,3.kvartal 2019,aktiv,MULTIPOINT ((12.618216497416556 55.65669457413465))
toilet_tmf_kk.98,251,Filipsparken,Kastrupvej,74,2300,"Kastrupvej 74, 2300 København S",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,727640.61407097,6173508.66229311,12.618588,55.653986,3.kvartal 2019,aktiv,MULTIPOINT ((12.618587899607471 55.65398641488337))
toilet_tmf_kk.99,252,Sundbyvester Plads ,Sundbyvester Plads,2A,2300,"Sundbyvester Plads 2A, 2300 København S",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,727352.43153684,6172672.3812641,12.613326,55.646622,3.kvartal 2019,aktiv,MULTIPOINT ((12.61332562923731 55.646621848684404))
toilet_tmf_kk.100,253,Bella Center Station,Ørestads Boulevard,39,2300,"Ørestads Boulevard 39, 2300 København S",Toilet,Nej,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,Info om jul/nytår 2016. Info lægges på KK.dk medio december hvert år.,725497.63850984,6171673.557712,12.583093,55.638528,3.kvartal 2019,aktiv,MULTIPOINT ((12.583093389194621 55.63852812849683))
toilet_tmf_kk.101,254,Ørestadsparken,Ørestads Boulevard,66,2300,"Ørestads Boulevard 66, 2300 København S",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,725331.62773649,6171080.72386389,12.579976,55.633289,3.kvartal 2019,aktiv,MULTIPOINT ((12.579975875558985 55.63328856325167))
toilet_tmf_kk.102,255,Islands Brygge,Islands Brygge,20A ,2300,"Islands Brygge 20A , 2300 København S",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,724767.59149213,6174626.94671413,12.573933,55.665352,3.kvartal 2019,aktiv,MULTIPOINT ((12.573933162362591 55.66535194161412))
toilet_tmf_kk.103,256,"Gunløgsgade, legeplads",Gunløgsgade ,26,2300,"Gunløgsgade  26, 2300 København S",Toilet,Nej,Ja,Ja,Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Nej,0,725122.26483965,6174562.16843942,12.579507,55.664607,3.kvartal 2019,aktiv,MULTIPOINT ((12.579507250452659 55.664606843027485))
toilet_tmf_kk.104,257,"Kornblomstparken, legeplads",Øselsgade,5,2300,"Øselsgade 5, 2300 København S",Toilet med handicapadgang,Ja,Ja,Personalet låser/weekend driften,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Når legepladsen er lukket da ca. ca. 9.00 - 21.00 (19.00 om vinteren),Når legepladsen er lukket da ca. ca. 9.00 - 21.00 (19.00 om vinteren),Nej,"Åbningstider legeplads (uge 1-52): Mandag, tirsdag, onsdag og fredag kl. 9.30 til 18. Torsdag kl 9.30 til 18 & kl. 18 til 20. Lørdag kl. 10 til 17. Søndag lukket.",726470.48777298,6174230.34817275,12.600624,55.661005,3.kvartal 2019,aktiv,MULTIPOINT ((12.60062351197561 55.66100476884174))
toilet_tmf_kk.105,258,Brønshøjparken,Hyrdevangen,1,2400,"Hyrdevangen 1, 2400 København NV",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,720532.4,6179089.66,12.510322,55.707316,3.kvartal 2019,aktiv,MULTIPOINT ((12.51032196761098 55.707316523404586))
toilet_tmf_kk.106,259,Lersøparken,Bispebjerg Bakke,12,2400,"Bispebjerg Bakke 12, 2400 København NV",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,722561.62018373,6179460.68050097,12.542855,55.709717,3.kvartal 2019,aktiv,MULTIPOINT ((12.542854546326767 55.70971734848466))
toilet_tmf_kk.107,260,Rødkildeparken,Rødkildevej,15,2400,"Rødkildevej 15, 2400 København NV",Toilet,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,720642.01736612,6178240.94955119,12.51138,55.699655,3.kvartal 2019,aktiv,MULTIPOINT ((12.511379735755726 55.69965502996077))
toilet_tmf_kk.108,261,Bispebjerg Kirkegård,Frederiksborgvej,123,2400,"Frederiksborgvej 123, 2400 København NV",Toilet med handicapadgang,Ja,Ja,Toilettet låser af sig selv ,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,Nej,"Vinterhalvåret (oktober-marts) 07:00-19:00
 Sommerhalvåret (april-september) 07:00-22:00",721792.25209765,6179927.12171183,12.531011,55.714253,3.kvartal 2019,aktiv,MULTIPOINT ((12.531011210729503 55.71425287070051))
toilet_tmf_kk.109,262,Hulgårds Plads,Hulgårds Plads,4,2400,"Hulgårds Plads 4, 2400 København NV",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,721310.7154657,6178923.92291246,12.522551,55.705476,3.kvartal 2019,aktiv,MULTIPOINT ((12.522550693628476 55.705475742704586))
toilet_tmf_kk.110,263,Emdrup Torv,Emdrupvej,185,2400,"Emdrupvej 185, 2400 København NV",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,721649.10638164,6180896.47179885,12.529522,55.723012,3.kvartal 2019,aktiv,MULTIPOINT ((12.529521970392683 55.72301173060974))
toilet_tmf_kk.111,264,Engsvinget ,Engsvinget,46,2400,"Engsvinget 46, 2400 København NV",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,720734.48,6180149.03,12.514386,55.716726,3.kvartal 2019,aktiv,MULTIPOINT ((12.514385620656677 55.716725551543824))
