FID,id,toilet_lokalitet,vejnavn,hus_nr,post_nr,adresse,toilet_betegnelse,handicapadgang,helaarsaabent,aftenlaasning,mandag,tirsdag,onsdag,torsdag,fredag,loerdag,soendag,doegnaabent,bemaerkning,utm_x,utm_y,longitude,latitude,data_opdatering,status,wkb_geometry
toilet_tmf_kk.112,265,Moseskellet ,Moseskellet,47,2400,"Moseskellet 47, 2400 København NV",Toilet,Nej,Ja,Ja,Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Nej,0,721234.03935306,6180764.96635738,12.52282,55.722022,3.kvartal 2019,aktiv,MULTIPOINT ((12.522820207092275 55.722021889789374))
toilet_tmf_kk.113,266,Mosesvinget ,Mosesvinget,1,2400,"Mosesvinget 1, 2400 København NV",Toilet,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,720156.29135838,6179701.94611652,12.50484,55.712979,3.kvartal 2019,aktiv,MULTIPOINT ((12.504839978094118 55.71297865155547))
toilet_tmf_kk.114,267,Utterslev Torv ,Utterslev Torv,9,2400,"Utterslev Torv 9, 2400 København NV",Pissoir,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,Lukkes når frosten kommer,720931.74702297,6179415.22339519,12.516928,55.710055,3.kvartal 2019,aktiv,MULTIPOINT ((12.516927725050778 55.71005464213073))
toilet_tmf_kk.131,289,Pilesvinget,Pilesvinget,80,2700,"Pilesvinget 80, 2700 Brønshøj",Toilet med handicapadgang,Ja,Ja,Ja,Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Nej,0,719021.17540711,6179179.93216886,12.486389,55.708811,3.kvartal 2019,aktiv,MULTIPOINT ((12.486389371267451 55.70881069857714))
toilet_tmf_kk.115,268,"Hulgårds Plads, legeplads",Hulgårds Plads ,6,2400,"Hulgårds Plads  6, 2400 København NV",Toilet,Nej,Ja,Personalet låser/weekend låsevaten,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Når legepladsen er lukket da ca. ca. 9.00 - 21.00 (19.00 om vinteren),Når legepladsen er lukket da ca. ca. 9.00 - 21.00 (19.00 om vinteren),Nej,"Åbningstider legeplads sommer (uge 18-38): Mandag til fredag kl. 9 til 17.30. Lørdag lukket, søndag kl. 10 til 17. Åbningstider legeplads vinter (uge 39-17): Mandag til fredag kl. 9 til 17. Lørdag og søndag lukket.",721271.48607729,6178844.98915659,12.521864,55.704786,3.kvartal 2019,aktiv,MULTIPOINT ((12.521863866045706 55.70478572433037))
toilet_tmf_kk.116,269,"Degnestavnen, ved legeplads",Degnestavnen,20,2400,"Degnestavnen 20, 2400 København NV",Toilet,Nej,Ja,Personalet låser ,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Nej,0,721432.28187376,6179503.32721785,12.52495,55.710617,3.kvartal 2019,aktiv,MULTIPOINT ((12.52494987729401 55.71061659080066))
toilet_tmf_kk.117,270,"Valbyparken, ved restaurant",Hammelstrupvej,98,2450,"Hammelstrupvej 98, 2450 København SV",Toilet med handicapadgang,Ja,Ja,Ja,Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Nej,0,721525.82103659,6171838.6068974,12.52025,55.641833,3.kvartal 2019,aktiv,MULTIPOINT ((12.52024996942826 55.64183341620233))
toilet_tmf_kk.118,271,"Valbyparken, ved Rosenhaven",Hammelstrupvej,114,2450,"Hammelstrupvej 114, 2450 København SV",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,721499.56927739,6171701.08544371,12.519723,55.640612,3.kvartal 2019,aktiv,MULTIPOINT ((12.51972295829735 55.64061200944224))
toilet_tmf_kk.119,272,Vestre Kirkegård,Vestre Kirkegårds Allé,15,2450,"Vestre Kirkegårds Allé 15, 2450 København SV",Toilet,Nej,Ja,Toilettet låser af sig selv ,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,Nej,"Vinterhalvåret (oktober-marts) 07:00-19:00
 Sommerhalvåret (april-september) 07:00-22:00",722072.54570223,6174116.17343763,12.530759,55.66201,3.kvartal 2019,aktiv,MULTIPOINT ((12.530759282555254 55.66201022346012))
toilet_tmf_kk.120,273,"Valbyparken, Naturlegepladsen i Valbyparken",Hammelstrupvej ,41,2450,"Hammelstrupvej  41, 2450 København SV",Toilet,Nej,Ja,Personalet låser/weekend låsevagten,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Når legepladsen er lukket da ca. ca. 9.00 - 21.00 (19.00 om vinteren),Når legepladsen er lukket da ca. ca. 9.00 - 21.00 (19.00 om vinteren),Nej,"Åbningstider legeplads sommer (uge 14-43): Mandag, tirsdag, onsdag og fredag kl. 9 til 17. Torsdag 9 til 19. Lørdag og søndag: lukket. Åbningstider legeplads vinter (uge 44-48 & 5-12): Mandag til fredag kl. 9 til 16.30 Lørdag og søndag: lukket. Sæsomåbning (uge 49-5): Mandag til fredag kl. 9.30-16.30. Lørdag og søndag lukket.  Lukket 15 december til 1. januar.",721484.86279565,6172157.24134006,12.519857,55.64471,3.kvartal 2019,aktiv,MULTIPOINT ((12.519857054890997 55.64470974498491))
toilet_tmf_kk.121,275,Vigerslevparken Syd,Engdals alle,20,2500,"Engdals alle 20, 2500 Valby",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,718797.49706424,6173518.8209489,12.478322,55.658138,3.kvartal 2019,aktiv,MULTIPOINT ((12.478321602821147 55.6581381120663))
toilet_tmf_kk.122,276,Vigerslevparken Nord,Engdraget,24,2500,"Engdraget 24, 2500 Valby",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,718855.4993055,6174813.39491152,12.480273,55.669723,3.kvartal 2019,aktiv,MULTIPOINT ((12.480273182175992 55.66972285414592))
toilet_tmf_kk.123,277,Toftegårds plads,Toftegårds Plads,2F,2500,"Toftegårds Plads 2F, 2500 Valby",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,721242.17082003,6174054.95923486,12.517536,55.66184,3.kvartal 2019,aktiv,MULTIPOINT ((12.517535703548816 55.66183993739855))
toilet_tmf_kk.124,278,Toftegårds Plads,Toftegårds Plads,6F,2500,"Toftegårds Plads 6F, 2500 Valby",Pissoir,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,Lukkes når frosten kommer,721231.30919284,6174106.33472957,12.517405,55.662306,3.kvartal 2019,aktiv,MULTIPOINT ((12.517404749579082 55.66230564295982))
toilet_tmf_kk.125,279,Valby tingsted,Valby tingsted,1B,2500,"Valby tingsted 1B, 2500 Valby",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,721003.58916306,6174509.73129325,12.514116,55.666027,3.kvartal 2019,aktiv,MULTIPOINT ((12.514116365176406 55.66602712380651))
toilet_tmf_kk.126,280,Vigerslevvej,Vigerslevvej,346,2500,"Vigerslevvej 346, 2500 Valby",Toilet,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,719946.49031543,6172238.11578953,12.495525,55.646133,3.kvartal 2019,aktiv,MULTIPOINT ((12.495524968882172 55.64613327637771))
toilet_tmf_kk.127,281,Ålholm Plads,Ålholm Plads,2,2500,"Ålholm Plads 2, 2500 Valby",Toilet,Nej,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,719396.07194922,6175137.30141279,12.48911,55.672384,3.kvartal 2019,aktiv,MULTIPOINT ((12.489110410546628 55.6723840991313))
toilet_tmf_kk.128,285,Brønshøj Torv,Krabbesholmvej,2,2700,"Krabbesholmvej 2, 2700 Brønshøj",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,719828.41830522,6178705.55179582,12.498832,55.704191,3.kvartal 2019,aktiv,MULTIPOINT ((12.498831631574145 55.70419107425095))
toilet_tmf_kk.129,286,Husum Torv,Husum Torv,2,2700,"Husum Torv 2, 2700 Brønshøj",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,718084.12920982,6179455.93022521,12.471724,55.711708,3.kvartal 2019,aktiv,MULTIPOINT ((12.471723964210186 55.711708207660756))
toilet_tmf_kk.130,287,"Husumparken, legeplads",Nordrupvej ,16,2700,"Nordrupvej  16, 2700 Brønshøj",Toilet,Nej,Ja,Personalet låser/weekend låsevaten,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Når legepladsen er lukket da ca. ca. 9.00 - 21.00 (19.00 om vinteren),Når legepladsen er lukket da ca. ca. 9.00 - 21.00 (19.00 om vinteren),Nej,"Åbningstider legeplads sommer (uge 18-38): Mandag til fredag kl. 9.30 til 17.30. Lørdag lukket. Søndag kl 10 til 17, på nær hver tredje søndag fra uge 19 til uge 38. Åbningstider legeplads vinter (uge 39-17): Mandag til fredag kl. 9.30 til 16. Lørdag og søndag lukket.",718077.84398311,6178622.26595415,12.47096,55.704234,3.kvartal 2019,aktiv,MULTIPOINT ((12.47096044761589 55.70423400104491))
toilet_tmf_kk.132,290,"Damhusdæmningen,  Engen",Damhusdæmningen,14,2720,"Damhusdæmningen 14, 2720 Vanløse",Toilet,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,718014.215407,6176190.16805075,12.468016,55.682449,3.kvartal 2019,aktiv,MULTIPOINT ((12.4680159995384 55.6824493007537))
toilet_tmf_kk.133,291,"Damhusdæmningen, v. kiosk",Damhusdæmningen,2a,2720,"Damhusdæmningen 2a, 2720 Vanløse",Toilet med handicapadgang,Ja,Ja,Ja,Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Nej,0,718338.64208854,6176108.33284872,12.473101,55.68157,3.kvartal 2019,aktiv,MULTIPOINT ((12.473101004813746 55.68156957844119))
toilet_tmf_kk.134,283,Bystævnet v. Vestvolden,Kobbelvænget,15B,2700,"Kobbelvænget 15B, 2700 Brønshøj",Toilet,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,718516.61968831,6180059.5151691,12.479076,55.716927,3.kvartal 2019,aktiv,MULTIPOINT ((12.479076303533377 55.71692701645509))
toilet_tmf_kk.135,288,Kagsmosen,Kagsvang,31,2700,"Kagsvang 31, 2700 Brønshøj",Toilet,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,717257.75171354,6179269.71083501,12.458448,55.710409,3.kvartal 2019,aktiv,MULTIPOINT ((12.458199978623485 55.71011584097405))
toilet_tmf_kk.136,292,"Nørager Plads, legeplads",Nørager Plads ,23,2720,"Nørager Plads  23, 2720 Vanløse",Toilet med handicapadgang,Ja,Ja,Personalet låser ,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Nej,Åbningstider legeplads (uge 1-52): Mandag til fredag kl. 9 til 13. Lørdag lukket. Søndagsåbent fra uge 19 og hver tredje uge frem til uge 38 kl. 10-17.,718377.59516328,6177749.58719631,12.475026,55.696272,3.kvartal 2019,aktiv,MULTIPOINT ((12.47502615400401 55.69627227044636))
toilet_tmf_kk.137,293,Elna Munchs Plads ,Elna Munchs Plads ,2,2720,"Elna Munchs Plads  2, 2720 Vanløse",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,0,718760.67595065,6177232.37513638,12.480697,55.691461,3.kvartal 2019,aktiv,MULTIPOINT ((12.480696816671175 55.6914609959221))
toilet_tmf_kk.138,295,Ryvangens Naturpark,Rymarksvej,75B,2900,"Rymarksvej 75B, 2900 Hellerup",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,723791.19675039,6180894.42755603,12.563557,55.72201,3.kvartal 2019,aktiv,MULTIPOINT ((12.563557100425982 55.72200955328571))
toilet_tmf_kk.139,296,"Skydebanehaven, legeplads",Absalonsgade ,12,1658 ,,Toilet med handicapadgang,Ja,Ja,Ja,Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Nej,0,723488.84069214,6175129.10248267,12.554053,55.670445,3.kvartal 2019,aktiv,MULTIPOINT ((12.554052917554431 55.67044512404039))
toilet_tmf_kk.140,297,"Formosavej, trafiklegeplads",Formosavej,2,2300,"Formosavej 2, 2300 København S",Toilet med handicapadgang,Ja,Ja,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,,728220.88890391,6173040.93313131,12.627403,55.64952,3.kvartal 2019,aktiv,MULTIPOINT ((12.627402999944179 55.64952003281376))
toilet_tmf_kk.141,298,Anker Jørgensens Plads,Gustav Bangs Gade,21,2450,"Gustav Bangs Gade 21, 2450 København SV",Toilet,Nej,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,Står indtil Mozarts Plads genåbner i 2024 (Vedtaget af TMU). ,722486.48553982,6172929.67797561,12.536366,55.65118,3.kvartal 2019,aktiv,MULTIPOINT ((12.53636599995549 55.65118003284165))
toilet_tmf_kk.142,294,"Grøndalsparken, Arnestedet legeplads",Grøndals Parkvej,125,2720,"Grøndals Parkvej 125, 2720 Vanløse",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,719489.87543022,6176136.36140693,12.491398,55.681302,3.kvartal 2019,aktiv,MULTIPOINT ((12.49155044076044 55.681180198071274))
toilet_tmf_kk.143,299,"Sandkaj, flydende aktivitetshus",Sandkaj,37,2150,"Sandkaj 37, 2150 Nordhavn",Toilet med handicapadgang,Ja,Ja,Ja,Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Ca. 9.00 - 21.00 (19.00 om vinteren),Nej,,726011.86025441,6179254.9249171,12.597487,55.706277,3.kvartal 2019,aktiv,MULTIPOINT ((12.597487027558072 55.70627720768512))
toilet_tmf_kk.144,238,"Amager Strandpark, Strandprominaden syd",Havkajakvej,14,2300,"Havkajakvej 14, 2300 København S",Toilet med handicapadgang,Ja,Ja (handicaptoilettet er helårsåbent),Driften,Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Ja,"Vintersæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst. Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. Sommersæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00.. Det handicapvenlige toilet er døgnåbent. 
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 
Vinter sæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst.
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 
",729477.83363621,6172984.49831977,12.647289,55.648422,3.kvartal 2019,aktiv,MULTIPOINT ((12.64728885440403 55.64842240741454))
toilet_tmf_kk.145,242,"Amager Strandvej, Femøren",Amager Strandvej,275,2300,"Amager Strandvej 275, 2300 København S",Toilet,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Driften,Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Døgnåben (Se bemærkning),Ja,"Vintersæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst. Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. Sommersæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00.  Det handicapvenlige toilet er døgnåbent. 

Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 
Vinter sæson 1/10 – 31/3: Handicaptoilettet er åben hele døgnet, øvrige toiletter er aflåst.
Forårssæson 1/4 – 31/5: Alle toiletter er åbne fra ca. kl. 08.00-15.00. Det handicapvenlige toilet er døgnåbent. 
Sommer sæson 1/6 – 30/9: Alle toiletter er åbne fra ca. kl. 08.00-21.00. Det handicapvenlige toilet er døgnåbent. 
",729285.25615956,6172726.59438664,12.64402,55.646201,3.kvartal 2019,aktiv,MULTIPOINT ((12.644019964822611 55.64620055137128))
toilet_tmf_kk.146,284,Solkrogen,Solkrogen ,8,2700,"Solkrogen  8, 2700 Brønshøj",Toilet med handicapadgang,Ja,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.01,Ca. 9.00 - 21.02,Ca. 9.00 - 21.03,Ca. 9.00 - 21.04,Ca. 9.00 - 21.05,Ca. 9.00 - 21.06,Nej,Handicaptoilettet er åben om sommeren. Dame og Here toilet åbnes kun til arrangmenter.,720509.37719736,6178627.16785028,12.509584,55.703179,3.kvartal 2019,aktiv,MULTIPOINT ((12.509697169721068 55.703170554789786))
toilet_tmf_kk.147,202,"Langeliniekaj, yderst på kajen",Langeliniekaj,63,2100,"Langeliniekaj 63, 2100 København Ø",Toilet,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Ja,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Ca. 9.00 - 21.00,Nej,Åbent fra 1. april til 30. september,726235.20724205,6178974.21432558,12.600802,55.703656,3.kvartal 2019,aktiv,MULTIPOINT ((12.600720387397615 55.703451482499695))
toilet_tmf_kk.148,302,Kulbanekvateret,Kulbanevej,16,2500,"Kulbanevej 16, 2500 Valby",Toilet,Nej,Ja,Personalet låser,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Følger legepladsens åbningstider,Nej,,719575.52804003,6173362.12174324,12.49053,55.65638,3.kvartal 2019,aktiv,MULTIPOINT ((12.490539416228343 55.656381880191766))
toilet_tmf_kk.149,300,Koralbadet,Ben Websters Vej,69,2450,"Ben Websters Vej 69, 2450 København SV",Toilet,Nej,Nej- Vinterlukket fra 1/10 til 31/3,Nej,døgnåben,døgnåben,døgnåben,døgnåben,døgnåben,døgnåben,døgnåben,Ja,KFF ejer toiletbygningen. TMF renholder kun toilettet.,723624.68116675,6172466.58281403,12.554031,55.646499,3.kvartal 2019,aktiv,MULTIPOINT ((12.554041775777453 55.64650476275013))
toilet_tmf_kk.150,301,Sydhavn Station,Ernst kapers vej ,1,2450,"Ernst kapers vej  1, 2450 København SV",Toilet med handicapadgang,Ja,Ja,Nej,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Døgnåbent,Ja,,722517.66435926,6173409.96021605,12.537238,55.655464,3.kvartal 2019,aktiv,MULTIPOINT ((12.537249304087863 55.65547309252459))
toilet_tmf_kk.151,176,Rådhuspladsen,Rådhuspladsen,5-7,1550,"Rådhuspladsen 5-7, 1550 København V",Toilet med personale og handicapadgang,Ja,Ja,Personale låser,9.00 - 22.30,9.00 - 22.30,9.00 - 22.30,9.00 - 22.30,9.00 - 22.30,9.00 - 22.30,9.00 - 22.30,Nej,Info om jul/nytår offentliggøres medio december hvert år.,724367.53033397,6175812.49822168,12.568555,55.676169,3.kvartal 2019,aktiv,MULTIPOINT ((12.56855453222624 55.6761688403251))
toilet_tmf_kk.152,282,Brønshøj kirkegård,Brønshøj Kirkevej ,8,2700,"Brønshøj Kirkevej  8, 2700 Brønshøj",Toilet med handicapadgang,Ja,Ja,Toilettet låser af sig selv ,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,7.00 - 22.00 / 7.00 - 19.00,Nej,"Vinterhalvåret (oktober-marts) 07:00-19:00
 Sommerhalvåret (april-september) 07:00-22:00",719804.94199173,6178878.4278622,12.498597,55.705752,3.kvartal 2019,aktiv,MULTIPOINT ((12.498597446229581 55.70575216899875))
